2018,Normal Day,12939,4768747
2019,Normal Day,44749,16578218.7
2020,Normal Day,31047,14034837.06
2018,Public Holiday,372,116697.06
2019,Public Holiday,1026,332620.2
2020,Public Holiday,644,249374.18
